0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123	227.867
0.133	231.101
0.143	233.576
0.153	235.525
0.163	236.933
0.173	300.380	237.668
0.183	300.166	237.853
0.193	299.822	237.845
0.203	299.446	237.790
0.213	299.081	237.700
0.223	298.720	237.543
0.233	298.353	237.339
0.243	297.989	237.170
0.253	98.938	297.657	237.077	385.753
0.263	98.852	297.377	237.054	385.994
0.273	98.991	297.153	237.077	386.044
0.283	99.306	296.988	237.148	386.246
0.293	99.634	296.876	237.272	386.810
0.303	99.835	296.800	237.445	387.417
0.313	99.895	296.728	237.634	387.836
0.323	99.847	296.640	237.775	388.147
0.333	99.732	296.518	237.817	388.491
0.343	99.598	296.354	237.756	388.886
0.353	99.481	296.153	237.631	389.192
0.363	99.389	295.930	237.483	389.279
0.373	99.320	295.705	237.337	389.254
0.383	99.268	295.502	237.259	389.317
0.393	99.237	295.341	237.288	389.544
0.403	99.239	295.232	237.403	389.798
0.413	99.287	295.177	237.575	389.905
0.423	99.383	295.149	237.770	389.878
0.433	99.523	295.119	237.946	389.888
0.443	99.755	295.069	238.053	389.986
0.453	100.177	295.000	238.083	390.062
0.463	100.823	294.925	238.032	390.064
0.473	101.595	294.849	237.906	390.054
0.483	102.441	294.783	237.718	390.099
0.493	104.088	294.737	237.525	390.208
0.503	106.339	294.706	237.373	390.351
0.513	108.683	294.679	237.274	390.490
0.523	110.495	294.653	237.253	390.603
0.533	111.597	294.627	237.312	390.663
0.543	112.222	294.593	237.410	390.616
0.553	112.369	294.550	237.507	390.455
0.563	112.212	294.504	237.603	390.212
0.573	112.018	294.466	237.693	389.969
0.583	111.881	294.436	237.737	389.806
0.593	111.805	294.416	237.725	389.774
0.603	111.786	294.404	237.702	389.861
0.613	111.807	294.393	237.708	389.985
0.623	111.840	294.370	237.760	390.072
0.633	111.849	294.333	237.899	390.111
0.643	111.830	294.291	238.152	390.131
0.653	111.818	294.247	238.501	390.125
0.663	111.826	294.201	238.854	390.045
0.673	111.844	294.159	238.939	389.849
0.683	111.868	294.136	238.298	389.558
0.693	111.875	294.146	236.888	389.221
0.703	111.852	294.228	235.822	388.885
0.713	111.820	294.451	236.569	388.595
0.723	111.808	294.879	239.426	388.365
0.733	111.875	295.575	242.305	388.161
0.743	112.079	296.543	243.736	387.983
0.753	112.399	297.734	242.927	387.988
0.763	112.677	298.969	239.174	388.487
0.773	112.787	300.093	235.275	389.501
0.783	112.987	301.004	232.292	389.351
0.793	113.881	301.431	231.635	381.540
0.803	115.310	301.120	232.501	357.975
0.813	116.464	300.112	233.891	313.631
0.823	116.998	298.766	234.993	261.781
0.833	117.181	297.525	235.448	237.796
0.843	117.327	296.669	235.463	260.668
0.853	117.662	296.254	235.327	303.428
0.863	118.041	296.137	235.067	333.616
0.873	118.203	296.131	234.701	348.438
0.883	118.128	296.097	234.305	352.109
0.893	117.974	295.975	233.986	351.168
0.903	117.856	295.782	233.790	349.605
0.913	117.792	295.571	233.731	348.401
0.923	117.746	295.378	233.788	347.690
0.933	117.694	295.229	233.886	347.512
0.943	117.640	295.136	233.932	347.794
0.953	117.591	295.082	233.901	348.349
0.963	117.555	295.050	233.845	348.873
0.973	117.567	295.026	233.831	349.231
0.983	117.631	294.999	233.875	349.470
0.993	117.720	294.960	233.932	349.640
1.003	117.805	294.906	233.937	349.768
1.013	117.867	294.851	233.905	349.868
1.023	117.907	294.810	233.894	349.899
1.033	117.966	294.787	233.952	349.802
1.043	118.143	294.791	234.086	349.552
1.053	118.528	294.813	234.254	349.138
1.063	119.177	294.847	234.396	348.614
1.073	120.470	294.875	234.496	348.124
1.083	123.605	294.883	234.613	347.789
1.093	128.748	294.876	234.773	347.647
1.103	135.424	294.861	234.948	347.714
1.113	139.695	294.844	235.075	347.999
1.123	139.621	294.820	235.147	348.415
1.133	136.115	294.790	235.173	348.888
1.143	133.823	294.767	235.173	349.358
1.153	132.436	294.757	235.197	349.808
1.163	131.967	294.761	235.271	350.248
1.173	131.908	294.779	235.388	350.594
1.183	131.956	294.806	235.569	350.717
1.193	131.983	294.829	235.847	350.587
1.203	131.954	294.838	236.181	350.217
1.213	131.864	294.825	236.416	349.644
1.223	131.752	294.780	236.463	348.870
1.233	131.644	294.718	236.376	347.964
1.243	131.566	294.662	236.227	347.107
1.253	131.527	294.636	236.060	346.496
1.263	131.506	294.668	235.904	346.212
1.273	131.503	294.767	235.872	346.215
1.283	131.527	294.940	236.020	346.438
1.293	131.569	295.194	236.334	346.854
1.303	131.580	295.556	236.773	347.394
1.313	131.509	296.057	237.291	347.975
1.323	131.327	296.767	237.725	348.537
1.333	131.047	297.689	237.574	349.093
1.343	130.780	298.673	236.617	349.655
1.353	130.859	299.582	235.410	350.110
1.363	131.967	300.421	235.425	350.081
1.373	134.652	301.134	237.798	349.170
1.383	139.446	301.608	241.250	347.611
1.393	143.811	301.737	244.039	346.194
1.403	146.945	301.446	244.643	346.111
1.413	148.872	300.661	241.780	346.590
1.423	149.443	299.452	234.663	347.283
1.433	149.462	298.091	226.611	347.864
1.443	149.301	296.947	219.825	348.121
1.453	149.153	296.221	217.768	348.237
1.463	149.041	295.931	218.100	348.399
1.473	148.931	295.906	219.346	348.681
1.483	148.802	295.958	220.536	349.051
1.493	148.638	295.944	221.391	349.539
1.503	148.430	295.804	221.888	350.183
1.513	148.193	295.577	222.125	350.829
1.523	147.954	295.341	222.210	351.248
1.533	147.746	295.144	222.146	351.349
1.543	147.597	295.009	221.936	351.158
1.553	147.551	294.919	221.665	350.841
1.563	147.598	294.852	221.438	350.549
1.573	147.684	294.802	221.294	350.355
1.583	147.746	294.785	221.226	350.271
1.593	147.755	294.775	221.158	350.258
1.603	147.729	294.757	221.066	350.316
1.613	147.712	294.735	220.982	350.389
1.623	147.743	294.710	220.952	350.401
1.633	147.824	294.680	220.952	350.356
1.643	147.933	294.641	220.982	350.311
1.653	148.051	294.600	221.105	350.295
1.663	148.169	294.572	221.479	350.290
1.673	148.284	294.566	222.217	350.274
1.683	148.394	294.581	223.414	350.240
1.693	148.489	294.607	224.945	350.186
1.703	148.544	294.641	226.493	350.120
1.713	148.538	294.683	227.701	350.061
1.723	148.472	294.732	228.542	350.041
1.733	148.357	294.783	229.104	350.068
1.743	148.221	294.835	229.577	350.122
1.753	148.077	294.880	230.329	350.185
1.763	147.934	294.912	231.581	350.270
1.773	147.806	294.930	232.980	350.428
1.783	147.692	294.935	234.193	350.684
1.793	147.589	294.941	235.011	350.989
1.803	147.495	294.943	235.270	351.244
1.813	147.405	294.933	235.137	351.378
1.823	147.311	294.922	234.893	351.388
1.833	147.224	294.937	234.662	351.309
1.843	147.184	294.990	234.485	351.190
1.853	147.225	295.053	234.357	351.153
1.863	147.335	295.088	234.240	351.573
1.873	147.522	295.084	234.120	353.353
1.883	147.766	295.053	234.043	357.360
1.893	148.060	295.035	234.017	363.672
1.903	148.404	295.097	233.984	370.544
1.913	148.791	295.270	233.925	376.896
1.923	149.129	295.553	233.916	382.613
1.933	149.278	295.938	234.022	386.787
1.943	149.206	296.503	234.288	389.131
1.953	149.387	297.290	234.723	390.415
1.963	150.991	298.223	235.347	391.053
1.973	154.931	299.174	236.193	391.300
1.983	160.213	300.083	237.113	391.528
1.993	164.836	300.770	237.727	392.021
2.003	167.468	300.995	237.643	392.645
2.013	168.475	300.620	236.599	392.993
2.023	168.575	299.571	233.710	392.702
2.033	168.423	298.164	226.698	391.869
2.043	168.278	296.747	215.136	391.004
2.053	168.185	295.673	204.568	390.700
2.063	168.094	295.029	198.375	391.064
2.073	167.958	294.771	195.667	391.622
2.083	167.747	294.726	195.667	391.915
2.093	167.477	294.743	196.413	391.885
2.103	167.208	294.735	197.211	391.862
2.113	166.984	294.702	197.804	392.184
2.123	166.821	294.656	198.163	392.946
2.133	166.713	294.596	198.366	393.717
2.143	166.641	294.528	198.411	394.018
2.153	166.584	294.471	198.315	393.860
2.163	166.537	294.433	198.092	393.605
2.173	166.503	294.412	197.844	393.469
2.183	166.483	294.393	197.660	393.438
2.193	166.459	294.379	197.571	393.419
2.203	166.427	294.387	197.531	393.282
2.213	166.404	294.464	197.496	392.964
2.223	166.406	294.670	197.439	392.603
2.233	166.437	295.141	197.328	392.297
2.243	166.480	295.951	197.161	392.041
2.253	166.508	296.991	196.964	391.717
2.263	166.497	297.650	196.758	391.296
2.273	166.448	296.414	196.547	390.952
2.283	166.383	291.662	196.346	390.805
2.293	166.311	283.146	196.198	390.808
2.303	166.244	274.020	196.116	390.861
2.313	166.208	267.232	196.083	390.958
2.323	166.212	265.154	196.079	391.140
2.333	166.244	264.954	196.089	391.396
2.343	166.289	265.258	196.102	391.625
2.353	166.327	265.455	196.100	391.765
2.363	166.347	265.412	196.081	391.869
2.373	166.348	265.251	196.062	391.983
2.383	166.337	265.101	196.059	392.103
2.393	166.324	264.992	196.085	392.186
2.403	166.324	264.930	196.143	392.221
2.413	166.336	264.925	196.230	392.195
2.423	166.346	264.936	196.341	392.068
2.433	166.369	264.921	196.473	391.778
2.443	166.416	264.882	196.601	391.341
2.453	166.470	264.831	196.705	391.052
2.463	166.528	264.788	196.787	391.515
2.473	166.626	264.781	196.878	393.093
2.483	166.835	264.831	197.072	394.993
2.493	167.277	264.916	197.501	395.564
2.503	168.192	265.025	198.132	394.417
2.513	169.845	265.192	198.438	392.912
2.523	172.429	265.431	197.387	392.270
2.533	175.430	265.727	194.177	392.984
2.543	177.552	266.047	188.608	395.304
2.553	178.431	266.341	182.320	399.813
2.563	178.623	266.614	178.731	407.573
2.573	178.702	266.900	177.432	416.630
2.583	178.914	267.184	177.318	424.731
2.593	179.207	267.201	177.691	430.699
2.603	179.454	266.751	178.110	434.871
2.613	179.550	266.091	178.389	437.176
2.623	179.467	265.609	178.482	437.941
2.633	179.227	265.409	178.428	438.054
2.643	178.898	265.389	178.266	437.974
2.653	178.523	265.392	178.049	437.853
2.663	178.138	265.338	177.858	437.726
2.673	177.757	265.252	177.746	437.551
2.683	177.412	265.158	177.725	437.385
2.693	177.129	265.070	177.774	437.280
2.703	176.916	264.999	177.879	437.263
2.713	176.769	264.954	178.018	437.238
2.723	176.676	264.952	178.175	437.111
2.733	176.638	264.987	178.347	436.840
2.743	176.671	265.031	178.527	436.497
2.753	176.783	265.080	178.695	436.198
2.763	176.956	265.163	178.774	436.012
2.773	177.162	265.293	178.624	435.941
2.783	177.376	265.420	178.078	435.911
2.793	177.584	265.384	177.135	435.891
2.803	177.775	265.003	176.464	435.870
2.813	177.933	264.248	177.413	435.876
2.823	178.050	263.613	181.629	435.931
2.833	178.129	264.760	190.622	436.068
2.843	178.180	270.899	203.970	436.246
2.853	178.207	285.551	214.274	436.423
2.863	178.198	309.073	219.595	436.600
2.873	178.143	332.506	221.476	436.730
2.883	178.048	346.836	221.615	436.700
2.893	177.931	352.827	221.361	436.504
2.903	177.799	353.889	221.158	436.228
2.913	177.656	353.339	221.097	435.976
2.923	177.501	352.722	221.089	435.765
2.933	177.322	352.355	221.030	435.553
2.943	177.106	352.190	220.877	435.354
2.953	176.874	352.111	220.664	435.260
2.963	176.658	352.051	220.485	435.345
2.973	176.481	351.957	220.405	435.593
2.983	176.366	351.802	220.408	435.878
2.993	176.348	351.591	220.472	436.037
3.003	176.444	351.367	220.580	435.763
3.013	176.653	351.198	220.728	434.537
3.023	176.953	351.105	220.891	432.090
3.033	177.302	351.063	221.059	429.192
3.043	177.612	351.049	221.277	427.392
3.053	177.689	351.067	221.674	427.501
3.063	177.264	351.122	222.402	426.447
3.073	176.212	351.190	223.578	420.654
3.083	174.793	351.243	225.163	409.586
3.093	173.669	351.266	226.792	399.237
3.103	173.052	351.275	228.497	393.283
3.113	172.076	351.290	230.836	390.920
3.123	168.351	351.323	233.740	390.486
3.133	158.788	351.373	236.001	390.583
3.143	140.280	351.438	236.952	390.579
3.153	127.742	351.516	237.048	390.446
3.163	139.467	351.589	237.009	390.361
3.173	162.948	351.633	236.976	390.396
3.183	185.112	351.622	236.844	390.535
3.193	198.129	351.545	236.658	390.743
3.203	202.116	351.424	236.580	390.930
3.213	202.225	351.304	236.597	391.000
3.223	200.949	351.214	236.619	390.931
3.233	199.809	351.151	236.568	390.788
3.243	199.128	351.116	236.404	390.623
3.253	198.730	351.112	236.139	390.459
3.263	198.477	351.148	235.817	390.315
3.273	198.259	351.206	235.559	390.242
3.283	198.055	351.258	235.419	390.263
3.293	197.874	351.284	235.366	390.295
3.303	197.720	351.259	235.334	390.236
3.313	197.593	351.202	235.274	390.057
3.323	197.490	351.186	235.164	389.811
3.333	197.412	351.307	235.011	389.563
3.343	197.358	351.669	234.864	389.362
3.353	197.312	352.215	234.821	389.213
3.363	197.265	352.557	234.902	389.096
3.373	197.230	351.912	235.070	389.013
3.383	197.227	348.676	235.242	388.963
3.393	197.267	342.074	235.362	388.916
3.403	197.344	332.437	235.412	388.842
3.413	197.423	322.710	235.393	388.725
3.423	197.473	316.484	235.296	388.556
3.433	197.484	313.714	235.141	388.361
3.443	197.459	312.880	235.011	388.181
3.453	197.415	312.895	235.000	388.068
3.463	197.365	313.136	235.107	388.062
3.473	197.321	313.353	235.241	388.182
3.483	197.291	313.448	235.326	388.349
3.493	197.274	313.386	235.329	388.324
3.503	197.263	313.209	235.289	387.995
3.513	197.247	312.997	235.224	387.525
3.523	197.221	312.826	235.143	387.190
3.533	197.182	312.732	235.067	387.042
3.543	197.132	312.699	234.993	386.946
3.553	197.072	312.702	234.908	386.785
3.563	197.016	312.755	234.848	386.506
3.573	196.975	312.898	234.873	386.106
3.583	196.951	313.144	235.012	385.519
3.593	196.933	313.475	235.300	384.436
3.603	196.910	313.876	235.795	382.152
3.613	196.886	314.326	236.488	378.077
3.623	196.895	314.739	237.163	372.486
3.633	197.035	314.843	237.378	365.848
3.643	197.512	314.148	236.882	358.669
3.653	198.457	312.176	235.919	352.239
3.663	199.735	308.724	235.172	348.135
3.673	200.878	304.561	235.519	346.597
3.683	201.506	302.054	236.850	346.245
3.693	201.984	301.558	238.387	346.211
3.703	202.886	302.809	240.308	346.136
3.713	204.821	304.114	242.619	346.029
3.723	207.549	304.003	244.617	346.005
3.733	209.757	302.496	246.052	346.177
3.743	210.783	300.404	246.928	346.619
3.753	210.788	298.468	247.391	347.279
3.763	210.532	296.973	247.539	347.986
3.773	210.373	296.031	247.446	348.570
3.783	210.328	295.625	247.163	348.922
3.793	210.268	295.565	246.753	349.066
3.803	210.167	295.622	246.278	349.027
3.813	210.049	295.677	245.842	348.808
3.823	209.919	295.696	245.532	348.417
3.833	209.775	295.680	245.336	347.895
3.843	209.619	295.629	245.224	347.286
3.853	209.458	295.552	245.144	346.659
3.863	209.295	295.469	245.053	346.108
3.873	209.118	295.385	244.982	345.750
3.883	208.912	295.292	244.950	345.650
3.893	208.667	295.195	244.952	345.850
3.903	208.395	295.128	244.973	346.301
3.913	208.109	295.110	245.005	346.907
3.923	207.859	295.135	245.037	347.536
3.933	207.700	295.172	245.022	348.115
3.943	207.659	295.191	244.892	348.618
3.953	207.729	295.190	244.616	349.028
3.963	207.871	295.183	244.163	349.321
3.973	208.052	295.178	243.514	349.473
3.983	208.238	295.184	242.716	349.438
3.993	208.417	295.200	241.868	349.190
4.003	208.586	295.210	241.140	348.724
4.013	208.727	295.227	240.633	348.116
4.023	208.826	295.275	240.347	347.479
4.033	208.865	295.342	240.262	346.941
4.043	208.848	295.389	240.348	346.608
4.053	208.771	295.411	240.672	346.513
4.063	208.635	295.411	241.330	346.623
4.073	208.445	295.404	242.328	346.891
4.083	208.200	295.401	243.530	347.292
4.093	207.903	295.399	244.735	347.859
4.103	207.583	295.398	245.724	348.520
4.113	207.312	295.403	246.334	349.110
4.123	207.142	295.415	246.538	349.533
4.133	207.057	295.435	246.374	349.784
4.143	207.064	295.453	245.910	349.889
4.153	207.226	295.467	245.128	349.910
4.163	207.588	295.500	243.807	349.872
4.173	208.187	295.555	241.511	349.776
4.183	208.974	295.612	237.776	349.660
4.193	209.904	295.656	232.331	349.544
4.203	210.844	295.696	225.394	349.405
4.213	211.644	295.741	218.007	349.210
4.223	212.066	295.793	212.332	348.881
4.233	211.949	295.850	211.037	348.205
4.243	211.790	295.903	214.448	346.828
4.253	213.742	295.952	221.354	344.286
4.263	217.650	296.004	228.668	340.328
4.273	221.752	296.055	233.832	335.347
4.283	224.510	296.091	236.329	330.790
4.293	225.291	296.104	236.821	328.197
4.303	224.907	296.092	236.172	327.456
4.313	224.252	296.078	235.188	327.556
4.323	223.696	296.103	234.375	327.790
4.333	223.273	296.173	233.459	327.907
4.343	222.961	296.266	230.053	327.990
4.353	222.725	296.342	222.029	328.212
4.363	222.494	296.352	204.983	328.568
4.373	222.286	296.285	184.943	328.888
4.383	222.212	296.154	169.911	329.037
4.393	222.265	295.981	163.967	328.950
4.403	222.361	295.804	162.894	328.676
4.413	222.456	295.678	163.494	328.376
4.423	222.567	295.618	164.176	328.194
4.433	222.728	295.605	164.607	328.181
4.443	222.943	295.627	164.823	328.242
4.453	223.187	295.660	164.968	328.205
4.463	223.422	295.674	165.099	327.996
4.473	223.636	295.661	165.225	327.669
4.483	223.893	295.626	165.350	327.347
4.493	224.348	295.577	165.458	327.102
4.503	225.083	295.518	165.534	327.004
4.513	225.947	295.466	165.593	327.070
4.523	226.064	295.463	165.654	327.228
4.533	225.394	295.558	165.753	327.383
4.543	224.687	295.796	165.895	327.474
4.553	223.912	296.222	166.080	327.490
4.563	222.504	296.795	166.371	327.437
4.573	220.958	297.271	166.833	327.338
4.583	220.241	297.206	167.527	327.241
4.593	220.862	296.094	168.554	327.189
4.603	221.592	293.665	169.852	327.183
4.613	222.155	289.935	171.231	327.159
4.623	222.323	286.020	172.915	327.045
4.633	222.483	283.473	176.812	326.801
4.643	222.632	282.433	184.825	326.440
4.653	222.738	282.008	197.054	325.996
4.663	222.736	281.588	211.423	325.505
4.673	222.637	281.036	219.417	325.035
4.683	222.506	280.381	222.129	324.755
4.693	222.387	279.748	222.478	324.921
4.703	222.311	279.296	222.033	325.807
4.713	222.248	279.024	221.636	327.567
4.723	222.199	278.880	221.464	330.268
4.733	222.163	278.828	221.373	333.963
4.743	222.133	278.836	221.198	338.614
4.753	222.097	278.879	220.569	344.301
4.763	222.044	278.927	218.565	350.451
4.773	221.975	278.964	214.108	356.331
4.783	221.916	278.983	207.192	360.957
4.793	221.877	278.985	200.472	362.288
4.803	221.880	278.977	196.849	358.153
4.813	221.968	279.000	195.797	347.834
4.823	222.441	279.148	195.967	331.202
4.833	223.084	279.574	196.360	314.544
4.843	224.876	280.551	196.627	300.684
4.853	226.300	282.368	196.717	294.122
4.863	226.589	285.091	196.661	292.300
4.873	220.802	288.300	196.565	292.790
4.883	209.202	290.559	196.541	293.685
4.893	184.081	288.694	196.625	294.263
4.903	163.025	278.831	196.786	294.593
4.913	148.313	259.412	196.770	294.920
4.923	144.557	240.720	195.970	295.319
4.933	145.126	227.964	193.684	295.767
4.943	146.533	223.306	189.410	296.171
4.953	147.673	222.823	184.038	296.432
4.963	148.267	223.440	179.919	296.517
4.973	148.392	223.836	177.877	296.478
4.983	148.302	223.840	177.214	296.423
4.993	148.137	223.615	177.139	296.438
5.003	147.981	223.327	177.214	296.564
5.013	147.843	223.080	177.352	296.784
5.023	147.705	222.941	177.549	297.028
5.033	147.578	222.919	177.760	297.214
5.043	147.472	222.932	177.925	297.304
5.053	147.403	222.915	178.010	297.312
5.063	147.361	222.919	178.010	297.246
5.073	147.324	222.967	177.948	297.103
5.083	147.293	223.000	177.838	296.840
5.093	147.275	223.012	177.687	296.445
5.103	147.260	223.027	177.521	295.948
5.113	147.241	223.040	177.395	295.429
5.123	147.210	223.036	177.339	294.970
5.133	147.171	223.020	177.384	294.650
5.143	147.153	223.024	177.537	294.511
5.153	147.170	223.012	177.743	294.583
5.163	147.234	222.953	177.932	294.897
5.173	147.325	222.881	178.046	295.450
5.183	147.396	222.870	178.078	296.164
5.193	147.437	222.922	178.037	296.925
5.203	147.450	222.977	177.934	297.610
5.213	147.429	223.009	177.802	298.110
5.223	147.388	223.024	177.697	298.373
5.233	147.350	223.040	177.672	298.428
5.243	147.333	223.050	177.729	298.300
5.253	147.352	223.041	177.823	297.972
5.263	147.396	223.017	177.907	297.445
5.273	147.445	222.986	177.982	296.684
5.283	147.490	222.969	178.041	295.742
5.293	147.533	222.975	178.071	294.743
5.303	147.576	222.989	178.097	293.866
5.313	147.609	222.999	178.123	293.238
5.323	147.632	223.006	178.132	292.924
5.333	147.641	223.035	178.127	292.999
5.343	147.634	223.069	178.124	293.413
5.353	147.609	223.079	178.134	294.160
5.363	147.590	223.063	178.162	295.117
5.373	147.614	223.021	178.205	296.078
5.383	147.674	222.962	178.270	296.840
5.393	147.755	222.905	178.342	297.262
5.403	147.844	222.868	178.384	297.387
5.413	147.923	222.859	178.365	297.286
5.423	147.983	222.868	178.293	297.000
5.433	148.020	222.886	178.209	296.474
5.443	148.034	222.912	178.151	295.700
5.453	148.018	222.945	178.112	294.763
5.463	147.980	222.973	178.076	293.864
5.473	147.938	222.980	178.038	293.210
5.483	147.905	222.957	178.008	292.880
5.493	147.895	222.915	177.986	292.921
5.503	147.918	222.888	177.981	293.291
5.513	147.971	222.901	178.006	293.980
5.523	148.033	222.946	178.057	294.860
5.533	148.082	222.981	178.103	295.821
5.543	148.104	222.996	178.093	296.668
5.553	148.086	222.991	178.003	297.170
5.563	148.038	222.972	177.865	297.352
5.573	147.980	222.948	177.753	297.329
5.583	147.910	222.932	177.706	297.227
5.593	147.840	222.928	177.699	297.027
5.603	147.779	222.919	177.697	296.633
5.613	147.700	222.904	177.688	296.015
5.623	147.570	222.893	177.672	295.266
5.633	147.399	222.883	177.644	294.519
5.643	147.207	222.864	177.607	293.891
5.653	147.029	222.844	177.566	293.473
5.663	146.916	222.834	177.534	293.301
5.673	146.900	222.840	177.509	293.431
5.683	146.964	222.855	177.487	293.851
5.693	147.119	222.880	177.480	294.559
5.703	147.322	222.906	177.502	295.421
5.713	147.547	222.919	177.522	296.306
5.723	147.746	222.914	177.509	297.059
5.733	147.895	222.904	177.477	297.566
5.743	148.010	222.894	177.451	297.888
5.753	148.106	222.873	177.441	298.068
5.763	148.195	222.837	177.427	298.084
5.773	148.283	222.790	177.391	297.875
5.783	148.345	222.748	177.346	297.345
5.793	148.348	222.732	177.306	296.512
5.803	148.296	222.748	177.277	295.516
5.813	148.208	222.792	177.254	294.554
5.823	148.095	222.849	177.235	293.751
5.833	147.976	222.899	177.229	293.193
5.843	147.872	222.926	177.236	292.937
5.853	147.789	222.932	177.248	292.986
5.863	147.751	222.921	177.274	293.322
5.873	147.790	222.892	177.330	293.931
5.883	147.910	222.859	177.393	294.746
5.893	148.071	222.841	177.404	295.684
5.903	148.231	222.837	177.346	296.641
5.913	148.368	222.833	177.246	297.484
5.923	148.459	222.822	177.126	298.136
5.933	148.504	222.808	176.995	298.566
5.943	148.504	222.801	176.860	298.729
5.953	148.482	222.800	176.740	298.589
5.963	148.456	222.784	176.654	298.094
5.973	148.437	222.757	176.632	297.339
5.983	148.472	222.738	176.731	296.372
5.993	148.559	222.723	176.989	295.369
6.003	148.688	222.695	177.421	294.473
6.013	148.823	222.641	177.979	293.788
6.023	148.935	222.603	178.410	293.406
6.033	149.015	222.657	178.457	293.349
6.043	149.058	222.761	178.017	293.654
6.053	149.058	222.832	177.224	294.305
6.063	149.014	222.866	176.330	295.235
6.073	148.931	222.873	175.608	296.295
6.083	148.829	222.867	175.326	297.280
6.093	148.748	222.856	175.379	298.023
6.103	148.712	222.845	175.365	298.443
6.113	148.702	222.847	175.207	298.560
6.123	148.714	222.865	175.072	298.450
6.133	148.744	222.905	298.188
6.143	148.811	222.963	297.740
6.153	148.890	223.030	297.054
6.163	148.877	223.108	296.221
6.173	148.813	223.220	295.451
6.183	223.376	294.885
6.193	223.585	294.593
6.203	223.837	294.547
6.213	224.158	294.715
6.223	224.587	295.039
6.233	225.152	295.434
