0.000000,0.000000
0.002902,0.000000
0.005805,0.000000
0.008707,0.000000
0.011610,0.000000
0.014512,0.000000
0.017415,0.000000
0.020317,0.000000
0.023220,0.000000
0.026122,0.000000
0.029025,0.000000
0.031927,0.000000
0.034830,0.000000
0.037732,0.000000
0.040635,0.000000
0.043537,0.000000
0.046440,0.000000
0.049342,0.000000
0.052245,0.000000
0.055147,0.000000
0.058050,0.000000
0.060952,0.000000
0.063855,0.000000
0.066757,0.000000
0.069660,0.000000
0.072562,0.000000
0.075465,0.000000
0.078367,0.000000
0.081270,0.000000
0.084172,0.000000
0.087075,0.000000
0.089977,0.000000
0.092880,0.000000
0.095782,0.000000
0.098685,0.000000
0.101587,0.000000
0.104490,0.000000
0.107392,0.000000
0.110295,0.000000
0.113197,0.000000
0.116100,0.000000
0.119002,0.000000
0.121905,0.000000
0.124807,0.000000
0.127710,0.000000
0.130612,0.000000
0.133515,0.000000
0.136417,0.000000
0.139320,0.000000
0.142222,0.000000
0.145125,0.000000
0.148027,0.000000
0.150930,0.000000
0.153832,0.000000
0.156735,0.000000
0.159637,0.000000
0.162540,0.000000
0.165442,0.000000
0.168345,0.000000
0.171247,0.000000
0.174150,0.000000
0.177052,0.000000
0.179955,0.000000
0.182857,0.000000
0.185760,0.000000
0.188662,0.000000
0.191565,0.000000
0.194467,0.000000
0.197370,0.000000
0.200272,0.000000
0.203175,0.000000
0.206077,0.000000
0.208980,0.000000
0.211882,0.000000
0.214785,0.000000
0.217687,0.000000
0.220590,0.000000
0.223492,0.000000
0.226395,0.000000
0.229297,300.369625
0.232200,300.355178
0.235102,300.359107
0.238005,300.375957
0.240907,300.422688
0.243810,300.478382
0.246712,300.540718
0.249615,300.605399
0.252517,300.661844
0.255420,300.712965
0.258322,300.724637
0.261224,300.719085
0.264127,300.688729
0.267029,300.631462
0.269932,300.553282
0.272834,300.460493
0.275737,300.349675
0.278639,300.237059
0.281542,300.128176
0.284444,300.026215
0.287347,299.936030
0.290249,299.862776
0.293152,299.807250
0.296054,299.764450
0.298957,299.747679
0.301859,299.735501
0.304762,299.731465
0.307664,299.729375
0.310567,299.726733
0.313469,299.721340
0.316372,299.710113
0.319274,299.696423
0.322177,299.668200
0.325079,299.635650
0.327982,299.594569
0.330884,299.546608
0.333787,299.494129
0.336689,299.437653
0.339592,299.378293
0.342494,299.318320
0.345397,299.259097
0.348299,299.200636
0.351202,299.143679
0.354104,299.088312
0.357007,299.034217
0.359909,298.981206
0.362812,298.929685
0.365714,298.878702
0.368617,298.829221
0.371519,298.780119
0.374422,298.731543
0.377324,298.683676
0.380227,298.636374
0.383129,298.589392
0.386032,298.542318
0.388934,298.495552
0.391837,298.448871
0.394739,298.401616
0.397642,298.353598
0.400544,298.304095
0.403447,298.251770
0.406349,298.198224
0.409252,298.137932
0.412154,298.075668
0.415057,298.009931
0.417959,297.941721
0.420862,297.872272
0.423764,297.802461
0.426667,297.734751
0.429569,297.668314
0.432472,297.607350
0.435374,297.549739
0.438277,297.496071
0.441179,297.446967
0.444082,297.401851
0.446984,297.359119
0.449887,297.321905
0.452789,297.286326
0.455692,297.254414
0.458594,297.225524
0.461497,297.199204
0.464399,297.175923
0.467302,297.156561
0.470204,297.138874
0.473107,297.127594
0.476009,297.119273
0.478912,297.115440
0.481814,297.116366
0.484717,297.121133
0.487619,297.129041
0.490522,297.142651
0.493424,297.157885
0.496327,297.176591
0.499229,297.196882
0.502132,297.218290
0.505034,297.240464
0.507937,297.262668
0.510839,297.284955
0.513741,297.304293
0.516644,297.322120
0.519546,297.336572
0.522449,297.347280
0.525351,297.354502
0.528254,297.357596
0.531156,297.354133
0.534059,297.348011
0.536961,297.333280
0.539864,297.314979
0.542766,297.292375
0.545669,297.265480
0.548571,297.235484
0.551474,297.203569
0.554376,297.170039
0.557279,297.136759
0.560181,297.104979
0.563084,297.074635
0.565986,297.045763
0.568889,297.018500
0.571791,296.992764
0.574694,296.967662
0.577596,296.944285
0.580499,296.921445
0.583401,296.899719
0.586304,296.879618
0.589206,296.861198
0.592109,296.844521
0.595011,296.830875
0.597914,296.818316
0.600816,296.808615
0.603719,296.800416
0.606621,296.793767
0.609524,296.788978
0.612426,296.785946
0.615329,296.783969
0.618231,296.785466
0.621134,296.788021
0.624036,296.793035
0.626939,296.800212
0.629841,296.809174
0.632744,296.819965
0.635646,296.833025
0.638549,296.846809
0.641451,296.861984
0.644354,296.876930
0.647256,296.891272
0.650159,296.904105
0.653061,296.914917
0.655964,296.923977
0.658866,296.928321
0.661769,296.931662
0.664671,296.932948
0.667574,296.934427
0.670476,296.936968
0.673379,296.941892
0.676281,296.950774
0.679184,296.961352
0.682086,296.981772
0.684989,297.004746
0.687891,297.033323
0.690794,297.067289
0.693696,297.105624
0.696599,297.148574
0.699501,297.198983
0.702404,297.252004
0.705306,297.311887
0.708209,297.375138
0.711111,297.442192
0.714014,297.514054
0.716916,297.590486
0.719819,297.670365
0.722721,297.760301
0.725624,297.854934
0.728526,297.960162
0.731429,298.073938
0.734331,298.195554
0.737234,298.325736
0.740136,298.464061
0.743039,298.606374
0.745941,298.762879
0.748844,298.922902
0.751746,299.090589
0.754649,299.267605
0.757551,299.453782
0.760454,299.652493
0.763356,299.874610
0.766259,300.106127
0.769161,300.374287
0.772063,300.651734
0.774966,300.940796
0.777868,301.229203
0.780771,301.506598
0.783673,301.765064
0.786576,301.969778
0.789478,302.153737
0.792381,302.239702
0.795283,302.288513
0.798186,302.274296
0.801088,302.202578
0.803991,302.085301
0.806893,301.923107
0.809796,301.718957
0.812698,301.497520
0.815601,301.253634
0.818503,301.010931
0.821406,300.774016
0.824308,300.545901
0.827211,300.329341
0.830113,300.129379
0.833016,299.948784
0.835918,299.779290
0.838821,299.645362
0.841723,299.519844
0.844626,299.416334
0.847528,299.324361
0.850431,299.240227
0.853333,299.163163
0.856236,299.089990
0.859138,299.018284
0.862041,298.945143
0.864943,298.869537
0.867846,298.789249
0.870748,298.703075
0.873651,298.611312
0.876553,298.514496
0.879456,298.409453
0.882358,298.302879
0.885261,298.195092
